patchId,sourceRowId,electionId,tableKind,patchKind,targetPath,applyStatus,approvalBlocker,availableFields,missingRequestedFields,recommendedNextStep
dail-patch-election-source-00010-general-election-2016-count-details-row-23,election-source-00010-general-election-2016-count-details:row:23,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/37/candidates/11/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1684,election-source-00011-general-election-2020-count-details:row:1684,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/7,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1685,election-source-00011-general-election-2020-count-details:row:1685,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/8,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1686,election-source-00011-general-election-2020-count-details:row:1686,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/9,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1687,election-source-00011-general-election-2020-count-details:row:1687,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/10,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1688,election-source-00011-general-election-2020-count-details:row:1688,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/11,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2531,election-source-00011-general-election-2020-count-details:row:2531,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2532,election-source-00011-general-election-2020-count-details:row:2532,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2533,election-source-00011-general-election-2020-count-details:row:2533,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2534,election-source-00011-general-election-2020-count-details:row:2534,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2535,election-source-00011-general-election-2020-count-details:row:2535,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2536,election-source-00011-general-election-2020-count-details:row:2536,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2537,election-source-00011-general-election-2020-count-details:row:2537,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2538,election-source-00011-general-election-2020-count-details:row:2538,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/7,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2703,election-source-00011-general-election-2020-count-details:row:2703,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2704,election-source-00011-general-election-2020-count-details:row:2704,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2705,election-source-00011-general-election-2020-count-details:row:2705,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2706,election-source-00011-general-election-2020-count-details:row:2706,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2707,election-source-00011-general-election-2020-count-details:row:2707,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2708,election-source-00011-general-election-2020-count-details:row:2708,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2709,election-source-00011-general-election-2020-count-details:row:2709,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2710,election-source-00011-general-election-2020-count-details:row:2710,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/7,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2711,election-source-00011-general-election-2020-count-details:row:2711,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/8,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2712,election-source-00011-general-election-2020-count-details:row:2712,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/9,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2713,election-source-00011-general-election-2020-count-details:row:2713,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/10,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2714,election-source-00011-general-election-2020-count-details:row:2714,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/11,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-2715,election-source-00011-general-election-2020-count-details:row:2715,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/12,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3425,election-source-00011-general-election-2020-count-details:row:3425,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3426,election-source-00011-general-election-2020-count-details:row:3426,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3427,election-source-00011-general-election-2020-count-details:row:3427,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3428,election-source-00011-general-election-2020-count-details:row:3428,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3429,election-source-00011-general-election-2020-count-details:row:3429,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3430,election-source-00011-general-election-2020-count-details:row:3430,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3839,election-source-00011-general-election-2020-count-details:row:3839,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3840,election-source-00011-general-election-2020-count-details:row:3840,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3841,election-source-00011-general-election-2020-count-details:row:3841,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3842,election-source-00011-general-election-2020-count-details:row:3842,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3843,election-source-00011-general-election-2020-count-details:row:3843,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3844,election-source-00011-general-election-2020-count-details:row:3844,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-3845,election-source-00011-general-election-2020-count-details:row:3845,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
