DZ21,con,catholic_bg_pct,persuadable,swing_halfwidth
N20001109,BELFAST SOUTH,77.8,51.4,15.4
N20001110,BELFAST SOUTH,48.3,51.4,15.4
N20001111,BELFAST SOUTH,9.5,51.4,15.4
N20001112,BELFAST SOUTH,45.2,51.4,15.4
N20001113,BELFAST SOUTH,63.2,51.4,15.4
N20001114,BELFAST SOUTH,66.8,51.4,15.4
N20001115,BELFAST SOUTH,40.6,51.4,15.4
N20001116,BELFAST SOUTH,11.1,51.4,15.4
N20001117,BELFAST SOUTH,13.9,51.4,15.4
N20001118,BELFAST SOUTH,72.3,51.4,15.4
N20001119,BELFAST SOUTH,56.4,51.4,15.4
N20001120,BELFAST SOUTH,64.4,51.4,15.4
N20001121,BELFAST SOUTH,63.6,51.4,15.4
N20001122,BELFAST SOUTH,44.0,51.4,15.4
N20001123,BELFAST SOUTH,39.4,51.4,15.4
N20001124,BELFAST SOUTH,45.3,51.4,15.4
N20001125,BELFAST SOUTH,34.3,51.4,15.4
N20001126,BELFAST SOUTH,32.5,51.4,15.4
N20001127,BELFAST SOUTH,69.4,51.4,15.4
N20001128,BELFAST SOUTH,23.7,51.4,15.4
N20001129,BELFAST SOUTH,22.8,51.4,15.4
N20001130,BELFAST SOUTH,81.4,51.4,15.4
N20001131,BELFAST SOUTH,67.0,51.4,15.4
N20001132,BELFAST SOUTH,43.7,51.4,15.4
N20001133,BELFAST SOUTH,38.7,51.4,15.4
N20001134,BELFAST SOUTH,59.9,51.4,15.4
N20001135,BELFAST SOUTH,50.4,51.4,15.4
N20001136,BELFAST SOUTH,45.7,51.4,15.4
N20001137,BELFAST SOUTH,49.2,51.4,15.4
N20001138,BELFAST SOUTH,53.0,51.4,15.4
N20001139,BELFAST SOUTH,42.8,51.4,15.4
N20001140,BELFAST SOUTH,39.1,51.4,15.4
N20001141,BELFAST SOUTH,60.3,51.4,15.4
N20001142,BELFAST SOUTH,42.2,51.4,15.4
N20001143,BELFAST SOUTH,46.6,51.4,15.4
N20001144,BELFAST SOUTH,47.6,51.4,15.4
N20001145,BELFAST SOUTH,54.9,51.4,15.4
N20001147,BELFAST SOUTH,21.5,51.4,15.4
N20001148,BELFAST SOUTH,38.1,51.4,15.4
N20001149,BELFAST SOUTH,38.4,51.4,15.4
N20001150,BELFAST SOUTH,46.7,51.4,15.4
N20001151,BELFAST SOUTH,47.5,51.4,15.4
N20001152,BELFAST SOUTH,46.1,51.4,15.4
N20001153,BELFAST SOUTH,46.2,51.4,15.4
N20001154,BELFAST SOUTH,49.3,51.4,15.4
N20001155,BELFAST SOUTH,53.7,51.4,15.4
N20001156,BELFAST SOUTH,44.1,51.4,15.4
N20001157,BELFAST SOUTH,48.6,51.4,15.4
N20001158,BELFAST SOUTH,65.8,51.4,15.4
N20001159,BELFAST SOUTH,57.1,51.4,15.4
N20001160,BELFAST SOUTH,61.8,51.4,15.4
N20001161,BELFAST SOUTH,54.4,51.4,15.4
N20001162,BELFAST SOUTH,44.4,51.4,15.4
N20001163,BELFAST SOUTH,51.6,51.4,15.4
N20001164,BELFAST SOUTH,63.9,51.4,15.4
N20001165,BELFAST SOUTH,59.7,51.4,15.4
N20001166,BELFAST SOUTH,68.7,51.4,15.4
N20001167,BELFAST SOUTH,54.8,51.4,15.4
N20001168,BELFAST SOUTH,50.3,51.4,15.4
N20001169,BELFAST SOUTH,56.1,51.4,15.4
N20001170,BELFAST SOUTH,53.0,51.4,15.4
N20001171,BELFAST SOUTH,47.2,51.4,15.4
N20001172,BELFAST SOUTH,40.1,51.4,15.4
N20001173,BELFAST SOUTH,47.7,51.4,15.4
N20001174,BELFAST SOUTH,52.9,51.4,15.4
N20001175,BELFAST SOUTH,46.7,51.4,15.4
N20001176,BELFAST SOUTH,58.7,51.4,15.4
N20001177,BELFAST SOUTH,57.2,51.4,15.4
N20001178,BELFAST SOUTH,48.2,51.4,15.4
N20001179,BELFAST SOUTH,60.0,51.4,15.4
N20001180,BELFAST SOUTH,61.3,51.4,15.4
N20001181,BELFAST SOUTH,56.9,51.4,15.4
N20001182,BELFAST SOUTH,59.6,51.4,15.4
N20001183,BELFAST SOUTH,64.5,51.4,15.4
N20001184,BELFAST SOUTH,74.5,51.4,15.4
N20001185,BELFAST SOUTH,55.7,51.4,15.4
N20001186,BELFAST SOUTH,69.6,51.4,15.4
N20001187,BELFAST SOUTH,57.2,51.4,15.4
N20001188,BELFAST SOUTH,68.8,51.4,15.4
N20001189,BELFAST SOUTH,71.0,51.4,15.4
N20001190,BELFAST SOUTH,91.1,51.4,15.4
N20001191,BELFAST SOUTH,69.8,51.4,15.4
N20001192,BELFAST SOUTH,92.4,51.4,15.4
N20001193,BELFAST SOUTH,74.1,51.4,15.4
N20001194,BELFAST SOUTH,46.2,51.4,15.4
N20001195,BELFAST SOUTH,74.5,51.4,15.4
N20001196,BELFAST SOUTH,60.4,51.4,15.4
N20001197,BELFAST SOUTH,92.6,51.4,15.4
N20001198,BELFAST SOUTH,65.1,51.4,15.4
N20001199,BELFAST SOUTH,57.5,51.4,15.4
N20001200,BELFAST SOUTH,50.3,51.4,15.4
N20001201,BELFAST SOUTH,37.8,51.4,15.4
N20001202,BELFAST SOUTH,69.2,51.4,15.4
N20001203,BELFAST SOUTH,19.1,51.4,15.4
N20001204,BELFAST SOUTH,87.2,51.4,15.4
N20001205,BELFAST SOUTH,30.2,51.4,15.4
N20001206,BELFAST SOUTH,13.6,51.4,15.4
N20001207,BELFAST SOUTH,5.1,51.4,15.4
N20001208,BELFAST SOUTH,3.8,51.4,15.4
N20001209,BELFAST SOUTH,43.2,51.4,15.4
N20001210,BELFAST SOUTH,15.9,51.4,15.4
N20001211,BELFAST SOUTH,14.1,51.4,15.4
N20001212,BELFAST SOUTH,93.0,51.4,15.4
N20001213,BELFAST SOUTH,22.8,51.4,15.4
N20001214,BELFAST SOUTH,36.6,51.4,15.4
N20001215,BELFAST SOUTH,13.1,51.4,15.4
N20001216,BELFAST SOUTH,34.5,51.4,15.4
N20001217,BELFAST SOUTH,31.2,51.4,15.4
N20001218,BELFAST SOUTH,52.7,51.4,15.4
N20001219,BELFAST SOUTH,35.5,51.4,15.4
N20001220,BELFAST SOUTH,19.2,51.4,15.4
N20001221,BELFAST SOUTH,44.1,51.4,15.4
N20001222,BELFAST SOUTH,11.7,51.4,15.4
N20001223,BELFAST SOUTH,13.9,51.4,15.4
N20001224,BELFAST SOUTH,7.8,51.4,15.4
N20001225,BELFAST SOUTH,9.5,51.4,15.4
N20001226,BELFAST SOUTH,44.4,51.4,15.4
N20001227,BELFAST SOUTH,9.8,51.4,15.4
N20001228,BELFAST SOUTH,8.7,51.4,15.4
N20001229,BELFAST SOUTH,9.6,51.4,15.4
N20001230,BELFAST SOUTH,65.5,51.4,15.4
N20001231,LAGAN VALLEY,48.0,46.1,13.8
N20001232,BELFAST SOUTH,22.4,51.4,15.4
N20001233,BELFAST SOUTH,51.1,51.4,15.4
N20001234,LAGAN VALLEY,27.1,46.1,13.8
N20001235,BELFAST WEST,90.6,51.3,15.4
N20001239,BELFAST WEST,92.4,51.3,15.4
N20001240,BELFAST WEST,89.0,51.3,15.4
N20001241,BELFAST WEST,97.0,51.3,15.4
N20001242,BELFAST WEST,91.3,51.3,15.4
N20001246,BELFAST WEST,97.1,51.3,15.4
N20001247,BELFAST WEST,88.5,51.3,15.4
N20001248,BELFAST WEST,91.2,51.3,15.4
N20001249,BELFAST WEST,22.4,51.3,15.4
N20001250,BELFAST WEST,95.2,51.3,15.4
N20001251,BELFAST WEST,94.7,51.3,15.4
N20001252,BELFAST WEST,93.6,51.3,15.4
N20001253,BELFAST WEST,94.2,51.3,15.4
N20001254,BELFAST WEST,77.5,51.3,15.4
N20001255,BELFAST WEST,91.8,51.3,15.4
N20001256,BELFAST WEST,93.5,51.3,15.4
N20001257,BELFAST WEST,96.3,51.3,15.4
N20001258,BELFAST WEST,98.1,51.3,15.4
N20001259,BELFAST WEST,96.4,51.3,15.4
N20001260,BELFAST WEST,91.8,51.3,15.4
N20001261,BELFAST WEST,93.4,51.3,15.4
N20001262,BELFAST WEST,91.9,51.3,15.4
N20001263,BELFAST WEST,93.8,51.3,15.4
N20001264,BELFAST WEST,94.1,51.3,15.4
N20001265,BELFAST WEST,95.1,51.3,15.4
N20001266,BELFAST WEST,93.1,51.3,15.4
N20001267,BELFAST WEST,87.3,51.3,15.4
N20001268,BELFAST WEST,92.9,51.3,15.4
N20001269,BELFAST WEST,90.0,51.3,15.4
N20001270,BELFAST WEST,91.9,51.3,15.4
N20001271,BELFAST WEST,82.8,51.3,15.4
N20001272,BELFAST WEST,93.2,51.3,15.4
N20001273,BELFAST WEST,93.5,51.3,15.4
N20001274,BELFAST WEST,80.1,51.3,15.4
N20001275,BELFAST WEST,65.7,51.3,15.4
N20001276,BELFAST WEST,91.1,51.3,15.4
N20001277,BELFAST WEST,93.2,51.3,15.4
N20001278,BELFAST WEST,90.4,51.3,15.4
N20001279,BELFAST WEST,92.3,51.3,15.4
N20001280,BELFAST WEST,74.1,51.3,15.4
N20001281,BELFAST WEST,78.9,51.3,15.4
N20001282,BELFAST WEST,94.8,51.3,15.4
N20001283,BELFAST WEST,90.8,51.3,15.4
N20001285,BELFAST WEST,65.6,51.3,15.4
N20001286,BELFAST WEST,89.5,51.3,15.4
N20001287,BELFAST WEST,93.5,51.3,15.4
N20001288,BELFAST WEST,95.9,51.3,15.4
N20001289,BELFAST WEST,53.5,51.3,15.4
N20001290,BELFAST WEST,97.0,51.3,15.4
N20001291,BELFAST WEST,94.0,51.3,15.4
N20001292,LAGAN VALLEY,28.0,46.1,13.8
N20001294,LAGAN VALLEY,24.7,46.1,13.8
N20001296,LAGAN VALLEY,30.2,46.1,13.8
N20001297,BELFAST WEST,91.7,51.3,15.4
N20001298,BELFAST WEST,94.1,51.3,15.4
N20001300,BELFAST WEST,90.4,51.3,15.4
N20001301,BELFAST WEST,95.6,51.3,15.4
N20001303,BELFAST WEST,86.1,51.3,15.4
N20001304,BELFAST WEST,88.8,51.3,15.4
N20001305,BELFAST WEST,95.8,51.3,15.4
N20001306,BELFAST WEST,94.1,51.3,15.4
N20001307,BELFAST WEST,73.3,51.3,15.4
N20001308,BELFAST WEST,93.7,51.3,15.4
N20001309,BELFAST WEST,93.6,51.3,15.4
N20001310,BELFAST WEST,92.8,51.3,15.4
N20001311,BELFAST WEST,85.6,51.3,15.4
N20001312,BELFAST WEST,83.1,51.3,15.4
N20001313,BELFAST WEST,94.2,51.3,15.4
N20001314,BELFAST WEST,95.8,51.3,15.4
N20001315,BELFAST WEST,81.5,51.3,15.4
N20001316,BELFAST WEST,91.1,51.3,15.4
N20001318,BELFAST WEST,92.5,51.3,15.4
N20001319,BELFAST WEST,89.3,51.3,15.4
N20001320,BELFAST WEST,93.6,51.3,15.4
N20001321,BELFAST WEST,89.0,51.3,15.4
N20001322,BELFAST WEST,88.8,51.3,15.4
N20001323,BELFAST WEST,95.4,51.3,15.4
N20001324,BELFAST WEST,87.2,51.3,15.4
N20001325,BELFAST WEST,96.4,51.3,15.4
N20001326,BELFAST WEST,96.8,51.3,15.4
N20001327,BELFAST WEST,95.3,51.3,15.4
N20001328,BELFAST WEST,88.3,51.3,15.4
N20001329,BELFAST WEST,93.2,51.3,15.4
N20001330,BELFAST WEST,90.9,51.3,15.4
N20001333,BELFAST WEST,91.8,51.3,15.4
N20001334,BELFAST WEST,95.0,51.3,15.4
N20001335,BELFAST WEST,92.8,51.3,15.4
N20001336,BELFAST WEST,89.5,51.3,15.4
N20001338,BELFAST WEST,87.3,51.3,15.4
N20001339,BELFAST WEST,95.6,51.3,15.4
N20001340,BELFAST WEST,93.3,51.3,15.4
N20001342,BELFAST WEST,94.7,51.3,15.4
N20001343,BELFAST WEST,94.8,51.3,15.4
N20001345,BELFAST WEST,92.3,51.3,15.4
N20001346,BELFAST WEST,91.3,51.3,15.4
N20001347,BELFAST WEST,91.2,51.3,15.4
N20001348,BELFAST WEST,91.8,51.3,15.4
N20001351,BELFAST WEST,93.3,51.3,15.4
N20001352,BELFAST WEST,94.0,51.3,15.4
N20001354,BELFAST WEST,92.1,51.3,15.4
N20001356,BELFAST WEST,96.3,51.3,15.4
N20001358,BELFAST WEST,92.2,51.3,15.4
N20001359,BELFAST WEST,95.3,51.3,15.4
N20001360,BELFAST WEST,94.9,51.3,15.4
N20001361,BELFAST WEST,96.4,51.3,15.4
N20001362,BELFAST WEST,95.0,51.3,15.4
N20001363,BELFAST WEST,95.6,51.3,15.4
N20001365,BELFAST WEST,86.4,51.3,15.4
N20001366,BELFAST WEST,96.0,51.3,15.4
N20001368,BELFAST WEST,91.8,51.3,15.4
N20001370,BELFAST WEST,4.3,51.3,15.4
N20001371,BELFAST NORTH,31.8,49.2,14.8
N20001373,BELFAST NORTH,43.0,49.2,14.8
N20001375,BELFAST NORTH,2.0,49.2,14.8
N20001376,BELFAST WEST,8.1,51.3,15.4
N20001377,BELFAST NORTH,14.9,49.2,14.8
N20001378,BELFAST WEST,12.1,51.3,15.4
N20001379,BELFAST WEST,6.3,51.3,15.4
N20001380,BELFAST WEST,4.8,51.3,15.4
N20001381,BELFAST NORTH,3.7,49.2,14.8
N20001382,BELFAST NORTH,5.3,49.2,14.8
N20001383,BELFAST NORTH,9.0,49.2,14.8
N20001384,BELFAST NORTH,5.2,49.2,14.8
N20001385,BELFAST NORTH,14.6,49.2,14.8
N20001386,BELFAST WEST,6.3,51.3,15.4
N20001388,BELFAST WEST,4.4,51.3,15.4
N20001389,BELFAST WEST,5.6,51.3,15.4
N20001391,BELFAST WEST,3.1,51.3,15.4
N20001392,BELFAST WEST,4.8,51.3,15.4
N20001393,BELFAST NORTH,2.3,49.2,14.8
N20001394,BELFAST NORTH,10.5,49.2,14.8
N20001395,BELFAST NORTH,7.0,49.2,14.8
N20001396,BELFAST WEST,11.1,51.3,15.4
N20001397,BELFAST NORTH,8.9,49.2,14.8
N20001398,BELFAST WEST,6.1,51.3,15.4
N20001399,BELFAST NORTH,3.2,49.2,14.8
N20001400,BELFAST NORTH,11.4,49.2,14.8
N20001401,BELFAST WEST,11.1,51.3,15.4
N20001402,BELFAST WEST,15.0,51.3,15.4
N20001404,BELFAST NORTH,7.5,49.2,14.8
N20001405,BELFAST WEST,3.1,51.3,15.4
N20001406,BELFAST WEST,5.0,51.3,15.4
N20001407,BELFAST WEST,8.5,51.3,15.4
N20001408,BELFAST WEST,5.3,51.3,15.4
N20001409,BELFAST WEST,1.1,51.3,15.4
N20001410,BELFAST WEST,2.0,51.3,15.4
N20001411,BELFAST WEST,6.7,51.3,15.4
N20001412,BELFAST WEST,6.0,51.3,15.4
N20001413,BELFAST NORTH,22.5,49.2,14.8
N20001415,BELFAST WEST,4.1,51.3,15.4
N20001416,BELFAST WEST,4.8,51.3,15.4
N20001418,BELFAST WEST,45.5,51.3,15.4
N20001420,BELFAST WEST,85.4,51.3,15.4
N20001421,BELFAST WEST,70.9,51.3,15.4
N20001422,BELFAST WEST,65.2,51.3,15.4
N20001423,BELFAST WEST,86.6,51.3,15.4
N20001424,BELFAST WEST,9.3,51.3,15.4
N20001425,BELFAST WEST,78.9,51.3,15.4
N20001426,BELFAST WEST,91.6,51.3,15.4
N20001427,BELFAST WEST,90.9,51.3,15.4
N20001428,BELFAST WEST,83.5,51.3,15.4
N20001429,BELFAST WEST,93.5,51.3,15.4
N20001430,BELFAST WEST,80.2,51.3,15.4
N20001431,BELFAST WEST,90.5,51.3,15.4
N20001434,BELFAST WEST,92.0,51.3,15.4
N20001435,BELFAST WEST,80.1,51.3,15.4
N20001437,BELFAST WEST,90.2,51.3,15.4
N20001438,BELFAST WEST,95.2,51.3,15.4
N20001439,BELFAST WEST,82.4,51.3,15.4
N20001441,BELFAST WEST,80.7,51.3,15.4
N20001442,BELFAST WEST,94.9,51.3,15.4
N20001443,BELFAST WEST,88.8,51.3,15.4
N20001444,BELFAST WEST,95.0,51.3,15.4
N20001445,BELFAST WEST,81.5,51.3,15.4
N20001446,EAST LONDONDERRY,30.5,46.9,14.1
N20001447,EAST LONDONDERRY,57.4,46.9,14.1
N20001449,EAST LONDONDERRY,55.1,46.9,14.1
N20001450,EAST LONDONDERRY,58.3,46.9,14.1
N20001451,EAST LONDONDERRY,57.8,46.9,14.1
N20001452,EAST LONDONDERRY,57.7,46.9,14.1
N20001453,EAST LONDONDERRY,68.1,46.9,14.1
N20001456,EAST LONDONDERRY,91.6,46.9,14.1
N20001457,EAST LONDONDERRY,19.0,46.9,14.1
N20001458,EAST LONDONDERRY,63.5,46.9,14.1
N20001460,EAST LONDONDERRY,77.3,46.9,14.1
N20001461,EAST LONDONDERRY,39.2,46.9,14.1
N20001462,EAST LONDONDERRY,85.2,46.9,14.1
N20001465,EAST LONDONDERRY,73.0,46.9,14.1
N20001466,EAST LONDONDERRY,62.7,46.9,14.1
N20001467,EAST LONDONDERRY,8.7,46.9,14.1
N20001470,EAST LONDONDERRY,89.3,46.9,14.1
N20001472,EAST LONDONDERRY,95.1,46.9,14.1
N20001473,EAST LONDONDERRY,93.3,46.9,14.1
N20001474,EAST LONDONDERRY,88.7,46.9,14.1
N20001477,EAST LONDONDERRY,79.3,46.9,14.1
N20001478,EAST LONDONDERRY,83.8,46.9,14.1
N20001480,EAST LONDONDERRY,78.6,46.9,14.1
N20001481,EAST LONDONDERRY,67.7,46.9,14.1
N20001482,EAST LONDONDERRY,52.4,46.9,14.1
N20001484,EAST LONDONDERRY,24.6,46.9,14.1
N20001485,EAST LONDONDERRY,28.9,46.9,14.1
N20001486,EAST LONDONDERRY,45.3,46.9,14.1
N20001487,EAST LONDONDERRY,23.9,46.9,14.1
N20001488,EAST LONDONDERRY,34.6,46.9,14.1
N20001489,EAST LONDONDERRY,33.6,46.9,14.1
N20001490,EAST LONDONDERRY,43.0,46.9,14.1
N20001491,EAST LONDONDERRY,44.3,46.9,14.1
N20001492,EAST LONDONDERRY,50.0,46.9,14.1
N20001494,EAST LONDONDERRY,49.3,46.9,14.1
N20001495,EAST LONDONDERRY,34.2,46.9,14.1
N20001496,EAST LONDONDERRY,70.5,46.9,14.1
N20001497,EAST LONDONDERRY,43.0,46.9,14.1
N20001498,EAST LONDONDERRY,52.9,46.9,14.1
N20001499,EAST LONDONDERRY,36.6,46.9,14.1
N20001501,EAST LONDONDERRY,45.5,46.9,14.1
N20001502,EAST LONDONDERRY,30.0,46.9,14.1
N20001503,EAST LONDONDERRY,43.7,46.9,14.1
N20001504,EAST LONDONDERRY,49.5,46.9,14.1
N20001505,EAST LONDONDERRY,42.6,46.9,14.1
N20001506,EAST LONDONDERRY,37.7,46.9,14.1
N20001508,EAST LONDONDERRY,45.2,46.9,14.1
N20001510,EAST LONDONDERRY,51.5,46.9,14.1
N20001512,EAST LONDONDERRY,88.9,46.9,14.1
N20001513,EAST LONDONDERRY,54.1,46.9,14.1
N20001514,EAST LONDONDERRY,14.4,46.9,14.1
N20001515,EAST LONDONDERRY,17.7,46.9,14.1
N20001516,EAST LONDONDERRY,12.4,46.9,14.1
N20001517,EAST LONDONDERRY,29.0,46.9,14.1
N20001518,EAST LONDONDERRY,19.1,46.9,14.1
N20001519,EAST LONDONDERRY,14.4,46.9,14.1
N20001521,EAST LONDONDERRY,21.3,46.9,14.1
N20001522,EAST LONDONDERRY,9.2,46.9,14.1
N20001523,EAST LONDONDERRY,4.5,46.9,14.1
N20001524,EAST LONDONDERRY,17.9,46.9,14.1
N20001525,EAST LONDONDERRY,17.3,46.9,14.1
N20001526,EAST LONDONDERRY,15.6,46.9,14.1
N20001527,EAST LONDONDERRY,10.8,46.9,14.1
N20001528,EAST LONDONDERRY,7.9,46.9,14.1
N20001529,EAST LONDONDERRY,6.2,46.9,14.1
N20001530,EAST LONDONDERRY,31.7,46.9,14.1
N20001532,EAST LONDONDERRY,77.7,46.9,14.1
N20001533,EAST LONDONDERRY,8.4,46.9,14.1
N20001534,EAST LONDONDERRY,41.4,46.9,14.1
N20001535,EAST LONDONDERRY,14.0,46.9,14.1
N20001536,EAST LONDONDERRY,13.2,46.9,14.1
N20001537,EAST LONDONDERRY,25.3,46.9,14.1
N20001538,EAST LONDONDERRY,80.0,46.9,14.1
N20001539,EAST LONDONDERRY,51.9,46.9,14.1
N20001540,EAST LONDONDERRY,81.9,46.9,14.1
N20001541,EAST LONDONDERRY,77.2,46.9,14.1
N20001542,EAST LONDONDERRY,57.1,46.9,14.1
N20001543,EAST LONDONDERRY,64.6,46.9,14.1
N20001545,EAST LONDONDERRY,77.5,46.9,14.1
N20001546,EAST LONDONDERRY,90.8,46.9,14.1
N20001547,EAST LONDONDERRY,11.1,46.9,14.1
N20001548,EAST LONDONDERRY,32.5,46.9,14.1
N20001549,EAST LONDONDERRY,12.7,46.9,14.1
N20001550,EAST LONDONDERRY,11.9,46.9,14.1
N20001551,EAST LONDONDERRY,19.5,46.9,14.1
N20001552,EAST LONDONDERRY,20.9,46.9,14.1
N20001553,EAST LONDONDERRY,15.7,46.9,14.1
N20001554,EAST LONDONDERRY,15.5,46.9,14.1
N20001555,EAST LONDONDERRY,25.1,46.9,14.1
N20001556,EAST LONDONDERRY,14.8,46.9,14.1
N20001557,EAST LONDONDERRY,22.2,46.9,14.1
N20001558,EAST LONDONDERRY,24.6,46.9,14.1
N20001560,EAST LONDONDERRY,28.0,46.9,14.1
N20001561,EAST LONDONDERRY,21.2,46.9,14.1
N20001562,EAST LONDONDERRY,24.0,46.9,14.1
N20001563,EAST LONDONDERRY,19.6,46.9,14.1
N20001565,EAST LONDONDERRY,20.5,46.9,14.1
N20001566,EAST LONDONDERRY,25.0,46.9,14.1
N20001567,EAST LONDONDERRY,25.3,46.9,14.1
N20001568,EAST LONDONDERRY,44.6,46.9,14.1
N20001569,EAST LONDONDERRY,20.7,46.9,14.1
N20001570,EAST LONDONDERRY,35.0,46.9,14.1
N20001571,EAST LONDONDERRY,33.9,46.9,14.1
N20001572,EAST LONDONDERRY,26.3,46.9,14.1
N20001573,EAST LONDONDERRY,42.3,46.9,14.1
N20001574,EAST LONDONDERRY,51.0,46.9,14.1
N20001575,EAST LONDONDERRY,49.8,46.9,14.1
N20001576,EAST LONDONDERRY,39.7,46.9,14.1
N20001577,EAST LONDONDERRY,33.5,46.9,14.1
N20001578,EAST LONDONDERRY,26.2,46.9,14.1
N20001579,EAST LONDONDERRY,46.7,46.9,14.1
N20001580,EAST LONDONDERRY,29.9,46.9,14.1
N20001581,EAST LONDONDERRY,39.4,46.9,14.1
N20001582,EAST LONDONDERRY,20.7,46.9,14.1
N20001584,EAST LONDONDERRY,23.2,46.9,14.1
N20001585,EAST LONDONDERRY,23.5,46.9,14.1
N20001586,EAST LONDONDERRY,27.2,46.9,14.1
N20001587,EAST LONDONDERRY,22.7,46.9,14.1
N20001588,EAST LONDONDERRY,26.7,46.9,14.1
N20001590,EAST LONDONDERRY,21.4,46.9,14.1
N20001591,EAST LONDONDERRY,20.9,46.9,14.1
N20001593,EAST LONDONDERRY,16.9,46.9,14.1
N20001594,EAST LONDONDERRY,19.2,46.9,14.1
N20001595,EAST LONDONDERRY,2.8,46.9,14.1
N20001596,EAST LONDONDERRY,16.5,46.9,14.1
N20001597,NORTH ANTRIM,4.9,45.2,13.6
N20001599,EAST LONDONDERRY,32.3,46.9,14.1
N20001600,NORTH ANTRIM,3.2,45.2,13.6
N20001601,NORTH ANTRIM,1.9,45.2,13.6
N20001602,EAST LONDONDERRY,4.7,46.9,14.1
N20001603,EAST LONDONDERRY,30.8,46.9,14.1
N20001604,EAST LONDONDERRY,24.0,46.9,14.1
N20001605,NORTH ANTRIM,2.5,45.2,13.6
N20001606,NORTH ANTRIM,3.8,45.2,13.6
N20001607,EAST LONDONDERRY,26.9,46.9,14.1
N20001609,EAST LONDONDERRY,25.2,46.9,14.1
N20001610,EAST LONDONDERRY,21.1,46.9,14.1
N20001611,EAST LONDONDERRY,21.4,46.9,14.1
N20001612,EAST LONDONDERRY,26.8,46.9,14.1
N20001613,EAST LONDONDERRY,19.8,46.9,14.1
N20001614,EAST LONDONDERRY,20.4,46.9,14.1
N20001615,EAST LONDONDERRY,27.3,46.9,14.1
N20001616,EAST LONDONDERRY,35.2,46.9,14.1
N20001617,EAST LONDONDERRY,3.8,46.9,14.1
N20001619,NORTH ANTRIM,3.8,45.2,13.6
N20001620,EAST LONDONDERRY,32.0,46.9,14.1
N20001621,EAST LONDONDERRY,36.3,46.9,14.1
N20001622,EAST LONDONDERRY,30.1,46.9,14.1
N20001623,EAST LONDONDERRY,30.6,46.9,14.1
N20001624,EAST LONDONDERRY,30.7,46.9,14.1
N20001625,EAST LONDONDERRY,31.4,46.9,14.1
N20001626,EAST LONDONDERRY,32.7,46.9,14.1
N20001627,EAST LONDONDERRY,7.7,46.9,14.1
N20001629,EAST LONDONDERRY,27.1,46.9,14.1
N20001630,EAST LONDONDERRY,38.9,46.9,14.1
N20001632,EAST LONDONDERRY,35.3,46.9,14.1
N20001633,EAST LONDONDERRY,39.3,46.9,14.1
N20001634,EAST LONDONDERRY,17.3,46.9,14.1
N20001635,EAST LONDONDERRY,38.9,46.9,14.1
N20001637,EAST LONDONDERRY,36.8,46.9,14.1
N20001638,EAST LONDONDERRY,36.9,46.9,14.1
N20001639,NORTH ANTRIM,3.3,45.2,13.6
N20001640,EAST LONDONDERRY,10.0,46.9,14.1
N20001641,EAST LONDONDERRY,6.1,46.9,14.1
N20001642,NORTH ANTRIM,2.6,45.2,13.6
N20001643,NORTH ANTRIM,8.2,45.2,13.6
N20001644,EAST LONDONDERRY,4.8,46.9,14.1
N20001645,NORTH ANTRIM,12.0,45.2,13.6
N20001647,EAST LONDONDERRY,8.5,46.9,14.1
N20001648,NORTH ANTRIM,11.5,45.2,13.6
N20001649,NORTH ANTRIM,10.2,45.2,13.6
N20001650,NORTH ANTRIM,7.6,45.2,13.6
N20001651,NORTH ANTRIM,63.2,45.2,13.6
N20001652,NORTH ANTRIM,51.6,45.2,13.6
N20001655,NORTH ANTRIM,76.8,45.2,13.6
N20001656,NORTH ANTRIM,80.6,45.2,13.6
N20001657,NORTH ANTRIM,69.2,45.2,13.6
N20001658,NORTH ANTRIM,18.3,45.2,13.6
N20001659,NORTH ANTRIM,61.5,45.2,13.6
N20001660,NORTH ANTRIM,78.6,45.2,13.6
N20001661,NORTH ANTRIM,78.4,45.2,13.6
N20001662,NORTH ANTRIM,68.4,45.2,13.6
N20001663,NORTH ANTRIM,77.8,45.2,13.6
N20001664,NORTH ANTRIM,65.6,45.2,13.6
N20001665,NORTH ANTRIM,88.1,45.2,13.6
N20001666,NORTH ANTRIM,25.6,45.2,13.6
N20001667,NORTH ANTRIM,89.0,45.2,13.6
N20001669,NORTH ANTRIM,7.5,45.2,13.6
N20001671,NORTH ANTRIM,35.5,45.2,13.6
N20001672,NORTH ANTRIM,4.7,45.2,13.6
N20001674,NORTH ANTRIM,15.3,45.2,13.6
N20001675,EAST ANTRIM,94.1,46.0,13.8
N20001676,NORTH ANTRIM,65.2,45.2,13.6
N20001677,EAST ANTRIM,92.4,46.0,13.8
N20001680,EAST ANTRIM,92.8,46.0,13.8
N20001681,NORTH ANTRIM,93.3,45.2,13.6
N20001682,EAST ANTRIM,93.8,46.0,13.8
N20001684,EAST ANTRIM,92.0,46.0,13.8
N20001686,NORTH ANTRIM,12.9,45.2,13.6
N20001687,NORTH ANTRIM,17.9,45.2,13.6
N20001688,NORTH ANTRIM,12.6,45.2,13.6
N20001689,NORTH ANTRIM,18.1,45.2,13.6
N20001690,NORTH ANTRIM,13.1,45.2,13.6
N20001691,NORTH ANTRIM,14.8,45.2,13.6
N20001692,NORTH ANTRIM,16.4,45.2,13.6
N20001693,NORTH ANTRIM,6.4,45.2,13.6
