id,sourceRowNumber,roiGroup,groupTitle,provider,organisation,category,title,cleanTitle,slugOrId,jurisdiction,topic,featureUnit,formats,isSpatial,isLargeOrSpecial,proposedAction,proposedPlacement,proposedRuntime,confidence,currentProviderUrl,waybackUrl,internetArchiveStatus,canonicalSourcePolicy,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,allMatchEvidence,resolvedBlockers,residualBlockers,residualBlockerCount,cleanedRecommendation,geographyRecommendation,comparabilityRecommendation,sourcePlacement,sourceProvenanceDraft,approvalState,publicationState,runtimeDesired,runtimeConversion
medium-prep:7-transport-roads-infrastructure-public-assets:ppm05-penalty-point-endorsement-notices-issued:02065,2066,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,PPM05 - Penalty Point Endorsement Notices Issued,PPM05 - Penalty Point Endorsement Notices Issued,ppm05-penalty-point-endorsement-notices-issued,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/ppm05-penalty-point-endorsement-notices-issued,https://web.archive.org/web/*/https://data.gov.ie/dataset/ppm05-penalty-point-endorsement-notices-issued,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | PPM05 - Penalty Point Endorsement Notices Issued | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/ppm05-penalty-point-endorsement-notices-issued | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:roa01-current-driving-licences:02066,2067,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Road Safety Authority,tabular,ROA01 - Current Driving Licences,ROA01 - Current Driving Licences,roa01-current-driving-licences,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/roa01-current-driving-licences,https://web.archive.org/web/*/https://data.gov.ie/dataset/roa01-current-driving-licences,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Road Safety Authority | ROA01 - Current Driving Licences | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/roa01-current-driving-licences | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:roa02-current-driving-licences:02067,2068,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Road Safety Authority,tabular,ROA02 - Current Driving Licences,ROA02 - Current Driving Licences,roa02-current-driving-licences,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/roa02-current-driving-licences,https://web.archive.org/web/*/https://data.gov.ie/dataset/roa02-current-driving-licences,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Road Safety Authority | ROA02 - Current Driving Licences | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/roa02-current-driving-licences | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:roa03-current-full-and-learner-permit-driving-licences:02068,2069,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Road Safety Authority,tabular,ROA03 - Current Full and Learner Permit Driving Licences,ROA03 - Current Full and Learner Permit Driving Licences,roa03-current-full-and-learner-permit-driving-licences,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/roa03-current-full-and-learner-permit-driving-licences,https://web.archive.org/web/*/https://data.gov.ie/dataset/roa03-current-full-and-learner-permit-driving-licences,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Road Safety Authority | ROA03 - Current Full and Learner Permit Driving Licences | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/roa03-current-full-and-learner-permit-driving-licences | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:roa20-traffic-collisions-and-casualties:02069,2070,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Road Safety Authority,tabular,ROA20 - Traffic Collisions and Casualties,ROA20 - Traffic Collisions and Casualties,roa20-traffic-collisions-and-casualties,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/roa20-traffic-collisions-and-casualties,https://web.archive.org/web/*/https://data.gov.ie/dataset/roa20-traffic-collisions-and-casualties,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Road Safety Authority | ROA20 - Traffic Collisions and Casualties | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/roa20-traffic-collisions-and-casualties | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:roads-rainfall-data:02072,2073,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Roads Rainfall Data,Roads Rainfall Data,roads-rainfall-data,Ireland / unspecified,transport-public-asset,road features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/roads-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/roads-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Met Éireann | Roads Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/roads-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:roscrea-new-road-rainfall-data:02073,2074,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Roscrea (New Road) Rainfall Data,Roscrea (New Road) Rainfall Data,roscrea-new-road-rainfall-data,Ireland / unspecified,transport-public-asset,road features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/roscrea-new-road-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/roscrea-new-road-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Met Éireann | Roscrea (New Road) Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/roscrea-new-road-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:tea11-mechanically-propelled-vehicles-under-current-licence:02074,2075,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,TEA11 - Mechanically Propelled Vehicles under Current Licence,TEA11 - Mechanically Propelled Vehicles under Current Licence,tea11-mechanically-propelled-vehicles-under-current-licence,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/tea11-mechanically-propelled-vehicles-under-current-licence,https://web.archive.org/web/*/https://data.gov.ie/dataset/tea11-mechanically-propelled-vehicles-under-current-licence,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | TEA11 - Mechanically Propelled Vehicles under Current Licence | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/tea11-mechanically-propelled-vehicles-under-current-licence | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:tha21-average-weekly-volume-of-cars-for-selected-traffic-count-sites:02075,2076,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Transport Infrastructure Ireland,tabular,THA21 - Average weekly volume of cars for selected traffic count sites,THA21 - Average weekly volume of cars for selected traffic count sites,tha21-average-weekly-volume-of-cars-for-selected-traffic-count-sites,Republic of Ireland,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/tha21-average-weekly-volume-of-cars-for-selected-traffic-count-sites,https://web.archive.org/web/*/https://data.gov.ie/dataset/tha21-average-weekly-volume-of-cars-for-selected-traffic-count-sites,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Transport Infrastructure Ireland | THA21 - Average weekly volume of cars for selected traffic count sites | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/tha21-average-weekly-volume-of-cars-for-selected-traffic-count-sites | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:tha22-average-weekly-volume-of-heavy-goods-vehicles-for-selected-traffic-count-sites:02076,2077,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Transport Infrastructure Ireland,tabular,THA22 - Average weekly volume of heavy goods vehicles for selected traffic count sites,THA22 - Average weekly volume of heavy goods vehicles for selected traffic count sites,tha22-average-weekly-volume-of-heavy-goods-vehicles-for-selected-traffic-count-sites,Republic of Ireland,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/tha22-average-weekly-volume-of-heavy-goods-vehicles-for-selected-traffic-count-sites,https://web.archive.org/web/*/https://data.gov.ie/dataset/tha22-average-weekly-volume-of-heavy-goods-vehicles-for-selected-traffic-count-sites,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Transport Infrastructure Ireland | THA22 - Average weekly volume of heavy goods vehicles for selected traffic count sites | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/tha22-average-weekly-volume-of-heavy-goods-vehicles-for-selected-traffic-count-sites | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:tha24-passenger-journeys-by-public-transport:02077,2078,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,National Transport Authority,tabular,THA24 - Passenger Journeys by Public Transport,THA24 - Passenger Journeys by Public Transport,tha24-passenger-journeys-by-public-transport,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/tha24-passenger-journeys-by-public-transport,https://web.archive.org/web/*/https://data.gov.ie/dataset/tha24-passenger-journeys-by-public-transport,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"National Transport Authority | THA24 - Passenger Journeys by Public Transport | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/tha24-passenger-journeys-by-public-transport | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:tha25-passenger-journeys-by-public-transport:02078,2079,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,National Transport Authority,tabular,THA25 - Passenger Journeys by Public Transport,THA25 - Passenger Journeys by Public Transport,tha25-passenger-journeys-by-public-transport,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/tha25-passenger-journeys-by-public-transport,https://web.archive.org/web/*/https://data.gov.ie/dataset/tha25-passenger-journeys-by-public-transport,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"National Transport Authority | THA25 - Passenger Journeys by Public Transport | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/tha25-passenger-journeys-by-public-transport | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:tii01-passenger-journeys-by-luas:02079,2080,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Transport Infrastructure Ireland,tabular,TII01 - Passenger Journeys by Luas,TII01 - Passenger Journeys by Luas,tii01-passenger-journeys-by-luas,Republic of Ireland,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/tii01-passenger-journeys-by-luas,https://web.archive.org/web/*/https://data.gov.ie/dataset/tii01-passenger-journeys-by-luas,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Transport Infrastructure Ireland | TII01 - Passenger Journeys by Luas | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/tii01-passenger-journeys-by-luas | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:tii03-passenger-journeys-by-luas:02080,2081,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Transport Infrastructure Ireland,tabular,TII03 - Passenger Journeys by Luas,TII03 - Passenger Journeys by Luas,tii03-passenger-journeys-by-luas,Republic of Ireland,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/tii03-passenger-journeys-by-luas,https://web.archive.org/web/*/https://data.gov.ie/dataset/tii03-passenger-journeys-by-luas,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Transport Infrastructure Ireland | TII03 - Passenger Journeys by Luas | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/tii03-passenger-journeys-by-luas | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:toa01-small-public-service-vehicles:02081,2082,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,National Transport Authority,tabular,TOA01 - Small Public Service Vehicles,TOA01 - Small Public Service Vehicles,toa01-small-public-service-vehicles,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/toa01-small-public-service-vehicles,https://web.archive.org/web/*/https://data.gov.ie/dataset/toa01-small-public-service-vehicles,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"National Transport Authority | TOA01 - Small Public Service Vehicles | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/toa01-small-public-service-vehicles | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:toa01-small-public-service-vehicles-by-type-and-manufacturer:02082,2083,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,National Transport Authority,tabular,TOA01 - Small public service vehicles by type and manufacturer,TOA01 - Small public service vehicles by type and manufacturer,toa01-small-public-service-vehicles-by-type-and-manufacturer,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/toa01-small-public-service-vehicles-by-type-and-manufacturer,https://web.archive.org/web/*/https://data.gov.ie/dataset/toa01-small-public-service-vehicles-by-type-and-manufacturer,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"National Transport Authority | TOA01 - Small public service vehicles by type and manufacturer | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/toa01-small-public-service-vehicles-by-type-and-manufacturer | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:toa02-average-weekly-flow-of-luas-passengers:02083,2084,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Transport Infrastructure Ireland,tabular,TOA02 - Average weekly flow of Luas passengers,TOA02 - Average weekly flow of Luas passengers,toa02-average-weekly-flow-of-luas-passengers,Republic of Ireland,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/toa02-average-weekly-flow-of-luas-passengers,https://web.archive.org/web/*/https://data.gov.ie/dataset/toa02-average-weekly-flow-of-luas-passengers,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Transport Infrastructure Ireland | TOA02 - Average weekly flow of Luas passengers | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/toa02-average-weekly-flow-of-luas-passengers | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:toa03-small-public-service-vehicles:02084,2085,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,National Transport Authority,tabular,TOA03 - Small Public Service Vehicles,TOA03 - Small Public Service Vehicles,toa03-small-public-service-vehicles,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/toa03-small-public-service-vehicles,https://web.archive.org/web/*/https://data.gov.ie/dataset/toa03-small-public-service-vehicles,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"National Transport Authority | TOA03 - Small Public Service Vehicles | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/toa03-small-public-service-vehicles | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:toa05-age-profile-of-small-public-service-vehicle-fleet:02085,2086,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,National Transport Authority,tabular,TOA05 - Age profile of small public service vehicle fleet,TOA05 - Age profile of small public service vehicle fleet,toa05-age-profile-of-small-public-service-vehicle-fleet,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/toa05-age-profile-of-small-public-service-vehicle-fleet,https://web.archive.org/web/*/https://data.gov.ie/dataset/toa05-age-profile-of-small-public-service-vehicle-fleet,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"National Transport Authority | TOA05 - Age profile of small public service vehicle fleet | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/toa05-age-profile-of-small-public-service-vehicle-fleet | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:toa06-small-public-service-vehicles-by-type:02086,2087,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,National Transport Authority,tabular,TOA06 - Small public service vehicles by type,TOA06 - Small public service vehicles by type,toa06-small-public-service-vehicles-by-type,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/toa06-small-public-service-vehicles-by-type,https://web.archive.org/web/*/https://data.gov.ie/dataset/toa06-small-public-service-vehicles-by-type,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"National Transport Authority | TOA06 - Small public service vehicles by type | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/toa06-small-public-service-vehicles-by-type | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
