rowNumber,title,provider,category,formats,decisionBucket,finalBucket,rightsStatus,licenseTitle,currentProviderUrl,bestMatchScore,roiGroup,targetIds,recommendedDecision,caveat
585,2006 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2005-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
586,2007 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2006-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
587,2008 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2007-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
588,2009 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2008-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
589,2012 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2009-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
590,2014 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2012-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
591,2016 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2014-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
592,2017 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2016-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
593,2018 AP,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2017-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
594,2019 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2018-ap2,0.44,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
595,2020 Ortho OSNI,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,probable-variant-or-source-enrichment,review-open-data-ni-boundary-statistical-family,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2019-ortho-osni2,0.45,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Review as Open Data NI boundary/statistical source-family evidence.,"Northern Ireland boundary, statistical, transport, and environmental rows should be split by family before applying."
596,2021 NI Coastal Survey,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2020-ortho-osni2,0.36,4. Open Data NI boundary and statistical-geography files,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
597,Abstraction Licensing,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/2021-ni-coastal-survey2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
598,Activity Centre CCGBC,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/abstraction-licensing1,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
599,Agricultural Critical Risk Areas,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/activity-centre-ccgbc1,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-feature:lgd-2012; browse-source:map-source:designated-aonb,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
600,Antrim and Newtownabbey Borough Council Assets,Open Data NI,spatial,CSV|GDB|GEOJSON|GPKG|HTML|JSON|KML|SHP|TXT|XLS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/agricultural-critical-risk-areas2,0.43,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:wq-agricultural-critical-risk; browse-map:wq-agricultural-critical-risk; browse-source:map-source:wq-agricultural-critical-risk,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
601,Base of Lava Flow,Open Data NI,spatial,SHP,hold-weak-match,hold-weak-match,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/antrim-and-newtownabbey-borough-council-assets,0.67,"6. Environment, water, geology, protected sites, habitat and marine datasets",browse-feature:lgd-1966; browse-feature:admin-areas-1966-07-04; browse-feature:counties-county-boroughs-1915,Hold. Do not approve from the current evidence.,The automatic match is below the threshold needed for enrichment.
602,Base of Lava Flow,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/base-of-lava-flow4,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
603,Baseline Definition,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/base-of-lava-flow5,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
604,Beaches - CCGBC,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/baseline-definition2,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
605,Bedrock Polygon,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/beaches-ccgbc1,0.44,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-feature:lgd-2012; browse-source:map-source:designated-aonb,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
606,Bedrock Polygon,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/bedrock-polygon4,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
608,Belfast Lough Network Contribution,Open Data NI,spatial,CSV|GDB|GEOJSON|GPKG|HTML|JSON|KML|SHP|TXT|XLS,,hold-rights-provider-unresolved,unknown,,,,,browse-map:belfast-cycle-network; database-map:belfast-cycle-network; database-map:ni-livestock-poultry,Hold until a public provider URL and explicit open rights statement are available.,
609,Bring Sites CCGBC,Open Data NI,spatial,CSV|GDB|GEOJSON|GPKG|HTML|JSON|KML|SHP|TXT|XLS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/belfast-lough-network-contribution1,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",browse-map:belfast-cycle-network; database-map:belfast-cycle-network; database-map:ni-livestock-poultry,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
610,Caravan and Camping Sites in Causeway Coast and Glens Borough Council,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,probable-variant-or-source-enrichment,review-open-data-ni-boundary-statistical-family,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/bring-sites-ccgbc1,0.50,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-source:map-source:designated-aonb; browse-map:designated-aonb,Review as Open Data NI boundary/statistical source-family evidence.,"Northern Ireland boundary, statistical, transport, and environmental rows should be split by family before applying."
611,Causeway Coastal Route,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,probable-variant-or-source-enrichment,review-open-data-ni-boundary-statistical-family,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/caravan-and-camping-sites-in-causeway-coast-and-glens-borough-council1,0.50,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-source:map-source:designated-aonb; browse-map:designated-aonb,Review as Open Data NI boundary/statistical source-family evidence.,"Northern Ireland boundary, statistical, transport, and environmental rows should be split by family before applying."
612,Cemeteries and Old Graveyards in Causeway Coast and Glens Borough Council,Open Data NI,spatial,GEOJSON|HTML,probable-variant-or-source-enrichment,review-open-data-ni-boundary-statistical-family,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/causeway-coastal-route,0.50,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-whs; database-map:designated-aonb; browse-feature:lgd-2012,Review as Open Data NI boundary/statistical source-family evidence.,"Northern Ireland boundary, statistical, transport, and environmental rows should be split by family before applying."
613,Coastal Cell Limits,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/cemeteries-and-old-graveyards-in-causeway-coast-and-glens-borough-council1,0.44,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-feature:lgd-2012; browse-source:map-source:designated-aonb,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
614,Coastal Cells,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/coastal-cell-limits2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
615,Coastal Change Information Tool,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/coastal-cells2,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
616,Coastal Superficial Geology,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/coastal-change-information-tool2,0.42,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
617,Community Centres in Causeway Coast and Glens Borough Council,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/coastal-superficial-geology2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
618,Cycle NI Routes in Causeway Coast and Glens Borough Council Area,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/community-centres-in-causeway-coast-and-glens-borough-council1,0.44,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-feature:lgd-2012; browse-source:map-source:designated-aonb,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
619,Derry City and Strabane District Council Off Street Car Parks locations,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/cycle-ni-routes-in-causeway-coast-and-glens-borough-council-area1,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-feature:lgd-2012; browse-source:map-source:designated-aonb,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
620,Draft Belfast Bicycle Network 2017,Open Data NI,spatial,CSV|GEOJSON|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/derry-city-and-strabane-district-council-off-street-car-parks-locations,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",browse-feature:lgd-2012; database-map:wards-1993; browse-feature:nra,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
622,EFS Agreements,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/e-car-charge-points-in-causeway-coast-and-glens-borough-council1,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-feature:lgd-2012; browse-source:map-source:designated-aonb,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
623,EFS Schemes,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/efs-agreements2,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
624,End Point Rate,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/efs-schemes2,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
625,Family Fun in Causeway Coast and Glens Borough Council,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/end-point-rate2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
626,Fault or fracture trace,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/family-fun-in-causeway-coast-and-glens-borough-council1,0.44,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-feature:lgd-2012; browse-source:map-source:designated-aonb,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
627,Fault or fracture trace,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/fault-or-fracture-trace4,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
628,Former NUTS III Areas,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/fault-or-fracture-trace5,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
629,Government Land and Property Assets,Open Data NI,spatial,GEOJSON|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/former-nuts-iii-areas,0.44,1. CSO/NISRA census and statistical data,database-map:census-grid-2021; database-map:nra; database-map:oa-2001,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
631,Historical Landuse Dataset,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,,hold-rights-provider-unresolved,unknown,,,,,database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold until a public provider URL and explicit open rights statement are available.,
632,Lakes of Northern Ireland,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/historical-landuse-dataset1,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
633,Leisure Centre - CCGBC,Open Data NI,spatial,CSV|GDB|GEOJSON|GPKG|HTML|JSON|KML|SHP|TXT|XLS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/lakes-of-northern-ireland1,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
634,Linear Bedrock Intrusive,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/leisure-centre-ccgbc1,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-aonb; browse-feature:lgd-2012; browse-source:map-source:designated-aonb,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
635,Linear Bedrock Intrusive,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/linear-bedrock-intrusive4,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
636,Linear Bedrock Unit,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/linear-bedrock-intrusive5,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
637,Linear Bedrock Unit,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/linear-bedrock-unit4,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
638,Linear Regression Rate,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/linear-bedrock-unit5,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
